id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060500,5664,PERFORMANCE DE LA AERONAVE,5664.- ¿Qué tipo de aproximación y aterrizaje se recomienda en condiciones de ráfagas de viento?,Aproximación con potencia y aterrizaje con potencia.,Aproximación sin potencia y aterrizaje con potencia.,Aproximación con potencia y aterrizaje sin potencia.,A,DownloadBalotario (4).pdf,False
PREG202411060501,5665,PERFORMANCE DE LA AERONAVE,"5665.- Un aterrizaje adecuado con viento cruzado en una pista requiere que, en el momento del aterrizaje:",la dirección de desplazamiento del avión y su eje lateral estén perpendicular a la pista.,la dirección de desplazamiento del avión y su eje longitudinal estén paralelos a la pista.,el ala a favor del viento debe bajarse lo suficiente para eliminar la tendencia del avión a derrapar.,B,DownloadBalotario (4).pdf,False
PREG202411060502,5997,PERFORMANCE DE LA AERONAVE,"5997 .- (Consulte la Figura 32 ). Determine la longitud aproximada de la pista requerida para el despegue. Dado: Temperatura = 40° F Altitud de presión = 4000 pies Peso = 3,200 libras Viento de frente = 15 nudos","1,300 pies.",850 pies.,950 pies.,A,DownloadBalotario (4).pdf,True
PREG202411060226,5139,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5139.- ¿Cuándo deben los pilotos rechazar una autorización de aterrizaje y espera corta (LAHSO)?,Cuándo comprometerá la seguridad operacional.,Si la superficie de la pista está contaminada.,Solo cuando el controlador de la torre está de acuerdo.,A,DownloadBalotario (5).pdf,False
PREG202411060227,5139.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5139.1.- Una autorización de aterrizaje y espera corta (LAHSO):,excluye un ³ go around ´ por el ATC.,no excluye un aterrizaje rechazado.,requiere una salida de pista en la primera calle de rodaje.,B,DownloadBalotario (5).pdf,False
PREG202411060228,5140,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5140.- Cuál es la visibilidad mínima y el techo requeridos para que un piloto reciba una autorización de:,"3 millas terrestres y 1,000 pies.","3 millas náuticas y 1,000 pies.","3 millas terrestres y 1,500 pies.",A,DownloadBalotario (5).pdf,False
PREG202411060229,5145,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5145.- (Refiérase a la Figura 60). El signo ""1"" es una indicación:",de un área donde los aviones están prohibidos.,que la calle de rodaje no continúa.,de la dirección general de rodaje a una calle de rodaje.,B,DownloadBalotario (5).pdf,True
PREG202411060230,5272,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5272.- ¿Cómo puede determinar si otra aeronave está en de colisión con su aeronave?,La nariz de cada avión apunta al mismo punto en el espacio.,El otro avión siempre parecerá volverse más grande y cercano a un ritmo rápido.,No habrá ningún movimiento relativo aparente entre su avión y el otro avión.,C,DownloadBalotario (5).pdf,False
PREG202411060231,5490,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5490.- Para operaciones de vuelo nocturno, la mejor visión nocturna se logra cuando:",las pupilas de los ojos se han dilatado en aproximadamente 10 minutos.,las varillas de los ojos se han adaptado a la oscuridad en aproximadamente 30 minutos.,los conos de los ojos se han adaptado a la oscuridad en aproximadamente 5 minutos.,B,DownloadBalotario (5).pdf,False
PREG202411060232,5491.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5491.2.- Al planificar un vuelo, el piloto debe verificar la disponibilidad y el estado de:",todos los VOR que se utilizarán en ruta.,balizas luminosas aeropuerto.,sistema de iluminación para el aeropuerto destino.,C,DownloadBalotario (5).pdf,False
PREG202411060233,5493,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5493.- Después de experimentar una falla en la central eléctrica por la noche, una de las principales consideraciones debe incluir:",apagar todos los interruptores eléctricos para ahorrar energía de la batería para el aterrizaje.,maniobrar y aterrizar en una carretera o camino iluminado.,planificar la aproximación de emergencia y el aterrizaje en una parte no iluminada de un área.,C,DownloadBalotario (5).pdf,False
PREG202411060234,5494,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5494.- Al planificar un aterrizaje de emergencia por la noche, una de las principales consideraciones debe incluir:",aterrizaje sin superficies sustentadoras para asegurar una actitud de aterrizaje de nariz el momento del aterrizaje.,apagar todos los interruptores eléctricos para ahorrar energía de la batería para el aterrizaje.,"seleccionar un área de aterrizaje cerca del acceso público, si es posible.",C,DownloadBalotario (5).pdf,False
PREG202411060235,5564,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5564.- ¿Cuál de las siguientes afirmaciones es cierta sobre los colores azul y magenta que se utilizan para representar los aeropuertos en las cartas aeronáuticas seccionales?,"Los aeropuertos con torres de control bajo espacio aéreo de Clase A, B y C se muestran en azul, el espacio aéreo de Clase D y E en magenta.","Los aeropuertos con torres de control bajo espacio aéreo de Clase C, D y E se muestran en magenta.","Los aeropuertos con torres de control bajo espacio aéreo de Clase B, C, D y E se muestran en azul.",C,DownloadBalotario (5).pdf,False
PREG202411060236,5565,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5565.- (Refiérase la Figura 52, punto 1). El piso del espacio aéreo Clase E sobre el aeropuerto de Georgetown (Q61) está en:",la superficie.,700 pies AGL.,"3,823 pies MSL.",C,DownloadBalotario (5).pdf,True
PREG202411060237,5566,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5566.- (Refiérase a la Figura 52, punto 7). El piso del espacio aéreo Clase E sobre la ciudad de Woodland es:",700 pies AGL sobre parte de la ciudad y sin piso sobre el resto.,1200 pies AGL sobre parte de la ciudad y sin piso sobre el resto.,ambos 700 pies y 1200 pies AGL.,C,DownloadBalotario (5).pdf,True
PREG202411060238,5567,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5567.- (Refiérase a la Figura 52, punto 5.) El piso del espacio aéreo Clase E sobre el Aeropuerto Universitario (005) es:",la superficie.,700 pies AGL.,"1,200 pies AGL.",B,DownloadBalotario (5).pdf,True
PREG202411060239,5570,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5570.- (Refiérase a la Figura 53, punto 2.) El 1 ^ 6 indica: Verificar en el libro se refiere a 16:",la parte superior de una antena a 1.600 pies AGL.,la cifra de elevación máxima para ese cuadrilátero.,la altitud mínima segura del sector para ese cuadrilátero.,B,DownloadBalotario (5).pdf,True
PREG202411060240,5575,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5575.- Un área de alerta es un área en la cual:,"el vuelo de la aeronave, aunque no está prohibido, está sujeto a restricciones.",el vuelo de aeronaves está prohibido.,"existe un gran volumen de actividades de formación de pilotos o un tipo inusual de actividad aérea, ninguno de los cuales es peligroso para la aeronave.",C,DownloadBalotario (5).pdf,False
PREG202411060241,5575.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5575.1.- ¿Qué debe hacer o tener en cuenta un piloto al realizar la transición de un área de alerta?,Todos los pilotos deben comunicarse con la agencia de control para asegurar la separación de las aeronaves.,Las aeronaves no participantes pueden transitar por el área siempre y cuando operen de acuerdo con su autorización.,"Siempre que operen, tener en cuenta que el área puede contener una actividad aeronáutica inusual o un alto volumen de entrenamiento de pilotos.",C,DownloadBalotario (5).pdf,False
PREG202411060242,5581,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5581.- (Refiérase a la Figura 52, punto 4). ¿A qué altura del suelo está la obstrucción dentro de las 10 NM más cercana al Aeropuerto Regional de Lincoln (LHM)?","1,245 PIES.",662 PIES.,296 PIES.,C,DownloadBalotario (5).pdf,True
PREG202411060243,5581.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5581.1.- (Refiérase la Figura 52, área 6.) ¿Cuál es el propósito de la estrella que sigue a la CT-120.65 en el cuadro de información del Aeropuerto de Sacramento Mather (MHR)?",Significa que la torre de control tiene un horario de funcionamiento limitado.,El aeropuerto cuenta con instalaciones de mantenimiento.,Hay una baliza giratoria en el campo.,A,DownloadBalotario (5).pdf,True
PREG202411060244,5583,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5583.- (Refiérase a la Figura 52, punto 6). El aeropuerto de Van Vleck es:",un aeropuerto restringido al uso de pilotos privados y recreativos.,un campo de escenario militar restringido dentro del espacio aéreo restringido.,un aeropuerto de uso no público.,C,DownloadBalotario (5).pdf,True
PREG202411060245,5656.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5656.1.- ¿Cuándo deben los pilotos rechazar una autorización de aterrizaje y espera corta (LAHSO)?,Solo cuando el controlador de la torre esté de acuerdo.,Si la superficie de la pista está contaminada.,Cuando compromete la seguridad operacional.,C,DownloadBalotario (5).pdf,False
PREG202411060246,5656.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5656.2.- ¿Cuál es la visibilidad mínima y el techo requeridos para que un piloto reciba una autorización de aterrizaje y espera corta (LAHSO)?,"3 millas terrestres y 1,500 pies.","3 millas náuticas y 1,000 pies.","3 millas terrestres y 1,000 pies.",C,DownloadBalotario (5).pdf,False
PREG202411060247,5656.3,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5656.3.- ¿Qué debe esperar cuando le dicen que las operaciones de LAHSO están en vigor en su aeropuerto de destino?,Todas las aeronaves deben operar con una autorización IFR debido al alto volumen de tráfico.,Ese ATC le dará una autorización para aterrizar y esperar antes de un punto específico en la pista.,Retrasos debido a condiciones de IFR bajas y alto volumen de tráfico.,B,DownloadBalotario (5).pdf,False
PREG202411060248,5657,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5657.- (Refiérase a la Figura 51.) El piloto generalmente llama al control de tierra después de aterrizar cuando la aeronave está completamente alejada de la pista. Aquí es cuando el avión:,pasa el símbolo rojo que se muestra en la ilustración D.,está en el lado de la línea discontinua de la Ilustración G.,está más allá del lado de la línea continua de la Ilustración G.,C,DownloadBalotario (5).pdf,True
PREG202411060249,5658,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5658.- (Refiérase a la Figura 51). Lo más probable es que se encuentre la Ilustración D:,al salir de todas las pistas antes de llamar al control de tierra.,en una intersección donde una calzada puede confundirse con una calle de rodaje.,cerca del extremo de aproximación de las pistas ILS.,B,DownloadBalotario (5).pdf,True
PREG202411060250,5659.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5659.1.- (Refiérase a la Figura 51). ¿Mientras despeja una pista activa, lo más probable es que esté alejado del área crítica ILS cuando pase qué señal?",Ilustración D.,Ilustración G.,Ilustración H.,C,DownloadBalotario (5).pdf,True
PREG202411060251,5659.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5659.2.- (Refiérase a la Figura 51). ¿Al rodar hasta una pista activa, es probable que esté alejado del área crítica ILS cuando no llegue a qué señal?",Ilustración H.,Ilustración D.,Mitad amarillo.,C,DownloadBalotario (5).pdf,True
PREG202411060252,5660,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5660.- (Refiérase a la Figura 51). ¿Qué símbolo no se refiere directamente a la incursión en la pista con otras aeronaves?,Ilustración D.,Ilustración G.,Ilustración H.,A,DownloadBalotario (5).pdf,True
PREG202411060253,5748,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5748.- Los pilotos deben tener funcionando el sistema de luces anticolisión:,siempre que un motor esté en funcionamiento.,siempre que el piloto esté en la cabina.,"durante todo tipo de operaciones, tanto de día como de noche.",C,DownloadBalotario (5).pdf,False
PREG202411060254,5749,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5749.- Cuando se encuentre cerca de un VOR que se esté utilizando para la navegación en vuelos VFR, es importante:",hacer giros de 90 ° a la izquierda y a la derecha para buscar otro tráfico.,ejercer una vigilancia sostenida para evitar aeronaves que puedan estar convergiendo en el VOR desde otras direcciones.,pasar el VOR en el lado derecho del radial para dejar espacio para aviones que vuelan en la dirección opuesta en el mismo radial.,B,DownloadBalotario (5).pdf,False
PREG202411060255,5757,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5757.- A medida que avanza la hiperventilación, un piloto puede experimentar:",disminución de la frecuencia y la profundidad de la respiración.,mayor conciencia y sensación de bienestar.,síntomas de asfixia y somnolencia.,C,DownloadBalotario (5).pdf,False
PREG202411060256,5758,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5758.- Para escanear correctamente el tráfico, un piloto debe:",escanear lentamente el campo de visión de un lado a otro a intervalos regulares.,concentrarse en cualquier movimiento periférico detectado.,utilizar una serie de movimientos oculares cortos y regularmente espaciados que llevan áreas de uso sucesivas del cielo al campo visual central.,C,DownloadBalotario (5).pdf,False
PREG202411060257,5759,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5759.- ¿Cuál es un síntoma común de hiperventilación?,Somnolencia.,Disminución de la frecuencia respiratoria.,Una sensación de bienestar.,A,DownloadBalotario (5).pdf,False
PREG202411060258,5760,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5760.- ¿Qué sería el resultado más probable en caso de hiperventilación?,Insuficiencia de oxígeno.,Exceso de monóxido de carbono.,Insuficiente monóxido de carbono.,C,DownloadBalotario (5).pdf,False
PREG202411060259,5761,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5761.- ¿La hipoxia es el resultado de cuál de estas condiciones?,Exceso de oxígeno en el torrente sanguíneo.,Llega insuficiente oxígeno al cerebro.,Exceso de dióxido de carbono en el torrente sanguíneo.,B,DownloadBalotario (5).pdf,False
PREG202411060260,5762,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5762.- Para superar los síntomas de la hiperventilación, un piloto debe:",tragar o bostezar.,reducir la frecuencia respiratoria.,aumentar la frecuencia respiratoria.,B,DownloadBalotario (5).pdf,False
PREG202411060261,5763,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5763.- ¿Qué es cierto con respecto a la presencia de alcohol en el cuerpo humano?,Una pequeña cantidad de alcohol aumenta la agudeza visual.,Un aumento de altitud disminuye el efecto adverso del alcohol.,La capacidad de juicio y de toma de decisiones puede verse afectado negativamente por incluso pequeñas cantidades de alcohol.,C,DownloadBalotario (5).pdf,False
PREG202411060262,5763.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5763.1.- Para deshacerse de todo el alcohol contenido en una cerveza, el cuerpo humano necesita aproximadamente:",1 Hora.,3 Horas.,4 Horas.,B,DownloadBalotario (5).pdf,False
PREG202411060263,5763.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5763.2.- Para deshacerse de todo el alcohol contenido en una bebida mezclada, el cuerpo humano necesita aproximadamente:",1 Hora.,2 Horas.,3 Horas.,C,DownloadBalotario (5).pdf,False
PREG202411060264,5764,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5764.- La susceptibilidad a la hipoxia debido a la inhalación de monóxido de carbono aumenta a medida que:,la humedad disminuye.,aumenta la altitud.,aumenta la demanda de oxígeno.,B,DownloadBalotario (5).pdf,False
PREG202411060265,5765,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5765.- Para superar mejor los efectos de la desorientación espacial, un piloto debe:",confiar en las sensaciones corporales.,aumentar la frecuencia respiratoria.,Confiar en las indicaciones de los instrumentos de la aeronave.,C,DownloadBalotario (5).pdf,False
PREG202411060266,5765.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5765.1.- Para hacer frente a la desorientación espacial, los pilotos deben confiar en:",sensaciones corporales y referencias visuales externas.,"alimentación adecuada, descanso y adaptación nocturna.",uso competente de los instrumentos de la aeronave.,C,DownloadBalotario (5).pdf,False
PREG202411060267,5765.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5765.2.- Un piloto que vuela en un estado de fatiga es un peligro porque:,volar fatigado es volar deficiente.,El piloto se apresurará a revisar y descuidar los artículos.,El piloto excederá las limitaciones de la aeronave para completar el vuelo.,A,DownloadBalotario (5).pdf,False
